0 -1.08122 1.08117
1 -1.00002 1.00004
2 -0.99999 1.00006
3 -0.999957 1.00005
4 -0.999867 0.999976
5 -0.999696 0.999828
6 -0.999499 0.999654
7 -0.999263 0.999401
8 -0.998982 0.999112
9 -0.998658 0.998792
10 -0.998321 0.998445
11 -0.997938 0.998029
12 -0.99755 0.997605
13 -0.99713 0.997155
14 -0.996681 0.996681
15 -0.996158 0.996184
16 -0.995628 0.995642
17 -0.995048 0.995064
18 -0.994424 0.994412
19 -0.993731 0.993737
20 -0.992993 0.993029
21 -0.992207 0.992251
22 -0.991403 0.991435
23 -0.990576 0.990572
24 -0.989691 0.989689
25 -0.988815 0.98878
26 -0.987894 0.987807
27 -0.986924 0.986806
28 -0.985928 0.985782
29 -0.984887 0.984717
30 -0.983788 0.983642
31 -0.982654 0.982521
32 -0.981513 0.981381
33 -0.980317 0.980238
34 -0.979069 0.979068
35 -0.977805 0.977848
36 -0.976502 0.976596
37 -0.975174 0.975307
38 -0.973808 0.973964
39 -0.972381 0.972568
40 -0.970916 0.971127
41 -0.969418 0.969626
42 -0.967842 0.968084
43 -0.966254 0.966459
44 -0.964616 0.9648
45 -0.962977 0.963112
46 -0.961308 0.961371
47 -0.959632 0.959611
48 -0.957886 0.957839
49 -0.956138 0.956044
50 -0.95435 0.954213
51 -0.952496 0.952353
52 -0.950617 0.950482
53 -0.948685 0.948568
54 -0.946689 0.946588
55 -0.944683 0.944585
56 -0.94265 0.942559
57 -0.940569 0.940507
58 -0.938463 0.938419
59 -0.936309 0.936283
60 -0.934147 0.934091
61 -0.93194 0.931896
62 -0.929681 0.929667
63 -0.927385 0.92736
64 -0.925064 0.925054
65 -0.922711 0.922705
66 -0.920322 0.920319
67 -0.917904 0.917925
68 -0.91546 0.915536
69 -0.912989 0.913102
70 -0.910505 0.910607
71 -0.907975 0.908101
72 -0.905381 0.905557
73 -0.90277 0.902968
74 -0.90011 0.900297
75 -0.897386 0.897592
76 -0.894639 0.894825
77 -0.891852 0.892023
78 -0.88907 0.889179
79 -0.886242 0.886308
